Date,Mitzvos,English Title(s),Source,Sefaria_Link,Sefaria_Link
2026-09-03,"550, 551",Bury the executed [as well as all deceased] on the day they are killed & Not to delay burial overnight,Devarim 21:23 & Devarim 21:23,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.302?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.303?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.302?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.303?lang=bi
2026-09-04,"552, 553",The court must not let the sorcerer live & The court must give lashes to the wrongdoer,Shemos 22:17 & Devarim 25:2,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.304?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.305?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.304?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.305?lang=bi
2026-09-05,"554, 555",The court must not exceed the prescribed number of lashes & The court must not kill anybody on circumstantial evidence,Devarim 25:3 & Shemos 23:7,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.306?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.307?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.306?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.307?lang=bi
2026-09-06,"556, 557",The court must not punish anybody who was forced to do a crime & A judge must not pity the murderer or assaulter at the trial,Devarim 22:26 & Devarim 19:13,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.308?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.309?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.308?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.309?lang=bi
2026-09-07,"558, 559",A judge must not have mercy on the poor man at the trial & A judge must not respect the great man at the trial,Vayikra 19:15 & Vayikra 19:15,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.310?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.311?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.310?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.311?lang=bi
2026-09-08,"560, 561",A judge must not decide unjustly the case of the habitual transgressor & A judge must not pervert justice,Shemos 23:6 & Vayikra 19:15,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.312?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.313?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.312?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.313?lang=bi
2026-09-09,"562, 563",A judge must not pervert a case involving a convert or orphan & Judge righteously,Devarim 24:17 & Vayikra 19:15,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.314?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.315?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.314?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.315?lang=bi
2026-09-10,"564, 565",The judge must not fear a violent man in judgment & Judges must not accept bribes,Devarim 1:17 & Shemos 23:8,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.316?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.317?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.316?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.317?lang=bi
2026-09-11,"566, 567",Judges must not accept testimony unless both parties are present & Not to curse judges,Shemos 23:1 & Shemos 22:27,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.318?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.319?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.318?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.319?lang=bi
2026-09-12,"568, 569",Not to curse the head of state or leader of the Sanhedrin & Not to curse any upstanding Jew,Shemos 22:27 & Vayikra 19:14,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.320?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.321?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.320?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.321?lang=bi
2026-09-13,"570, 571",Anybody who knows evidence must testify in court & Carefully interrogate the witness,Vayikra 5:1 & Devarim 13:15,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.322?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.323?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.322?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.323?lang=bi
2026-09-14,"572, 573",A witness must not serve as a judge in capital crimes & Not to accept testimony from a lone witness,Bamidbar 35:30 & Devarim 19:15,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.324?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.325?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.324?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.325?lang=bi
2026-09-15,"574, 575",Transgressors must not testify & Relatives of the litigants must not testify,Shemos 23:1 & Devarim 24:16,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.326?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.327?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.326?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.327?lang=bi
2026-09-16,"576, 577",Not to testify falsely & Punish the false witnesses with the same punishment they were seeking for the defendant,Shemos 20:13 & Devarim 19:19,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.328?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.329?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.328?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.329?lang=bi
2026-09-17,"578, 579",Act according to the ruling of the Sanhedrin & Not to deviate from the word of the Sanhedrin,Devarim 17:11 & Devarim 17:11,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.330?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.331?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.330?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.331?lang=bi
2026-09-18,"580, 581","Not to add to the Torah commandments or their oral explanations & Not to diminish from the Torah any commandments, in whole or in part",Devarim 13:1 & Devarim 13:1,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.332?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.333?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.332?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.333?lang=bi
2026-09-19,"582, 583",Not to curse your father or mother & Not to strike your father or mother,Shemos 21:17 & Shemos 21:15,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.334?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.335?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.334?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.335?lang=bi
2026-09-20,"584, 585",Respect your father and mother & Fear your father and mother,Shemos 20:12 & Vayikra 19:3,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.336?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.337?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.336?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.337?lang=bi
2026-09-21,"586, 587",Not to be a rebellious son & Mourn for relatives,Devarim 21:20 & Vayikra 10:19,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.338?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.339?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.338?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.339?lang=bi
2026-09-22,"588, 589",The High Priest must not defile himself through contact with a relative & The High Priest must not enter under the same roof as a corpse,Vayikra 21:11 & Vayikra 21:11,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.340?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.341?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.340?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.341?lang=bi
2026-09-23,"590, 591",A Kohen must not defile himself for anyone except relatives & Appoint a king from Israel,Vayikra 21:1 & Devarim 17:15,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.342?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.343?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.342?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.343?lang=bi
2026-09-24,"592, 593",Not to appoint a convert & The king must not have too many wives,Devarim 17:15 & Devarim 17:17,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.344?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.345?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.344?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.345?lang=bi
2026-09-25,"594, 595",The king must not have too many horses & The king must not have too much silver and gold,Devarim 17:16 & Devarim 17:17,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.346?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.347?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.346?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.347?lang=bi
2026-09-26,"596, 597",Destroy the seven Canaanite nations & Not to let any of them remain alive,Devarim 20:17 & Devarim 20:16,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.348?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.349?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.348?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.349?lang=bi
2026-09-27,"598, 599",Wipe out the descendants of Amalek & Remember what Amalek did to the Jewish people,Devarim 25:19 & Devarim 25:17,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.350?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.351?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.350?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.351?lang=bi
2026-09-28,"600, 601",Not to forget Amalek's atrocities and ambush on our journey from Egypt in the desert & Not to dwell permanently in Egypt,Devarim 25:19 & Devarim 17:16,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.352?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.353?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.352?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.353?lang=bi
2026-09-29,"602, 603","Offer peace terms to the inhabitants of a city while holding siege, and treat them according to the Torah if they accept the terms & Not to offer peace to Ammon and Moab while besieging them",Devarim 20:10 & Devarim 23:7,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.354?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.355?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.354?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.355?lang=bi
2026-09-30,"604, 605",Not to destroy fruit trees even during the siege & Prepare latrines outside the army camps,Devarim 20:19 & Devarim 23:13,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.356?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.357?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.356?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.357?lang=bi
2026-10-01,"606, 607",Prepare a shovel for each soldier to dig with & Appoint a priest to speak with the soldiers during the war,Devarim 23:14 & Devarim 20:2,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.358?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.359?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.358?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.359?lang=bi
2026-10-02,"608, 609","He who has taken a wife, built a new home, or planted a vineyard is given a year to rejoice with his possessions & Not to demand from the above any involvement, communal or military",Devarim 24:5 & Devarim 24:5,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.360?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.361?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.360?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.361?lang=bi
2026-10-03,"610, 611",Not to panic and retreat during battle & Keep the laws of the captive woman,Devarim 20:3 & Devarim 21:11,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.362?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.363?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.362?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.363?lang=bi
2026-10-04,"612, 613",Not to sell her into slavery & Not to retain her for servitude after having relations with her,Devarim 21:14 & Devarim 21:14,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.364?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.365?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.364?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.365?lang=bi
